age,gender,income,privacy_risk,financial_risk,product_risk,perceived_risk,perceived_value,engagement,satisfaction,repeat_purchase,privacy_proxy,financial_proxy,product_proxy,price_sensitivity,discount_sensitivity,purchase_amount,basket_size,return_rate,channel_used,time_on_page,bounce_rate,ctr,time_to_first_action,switching_freq,online_offline_ratio,geo_engagement,nps,loyalty_program_usage,clv,brand_advocacy,purchase_intention
34,Female,Medium,4,4,4,4.0,4,2,4,0,3,2,5,0.33682381115947957,0.39397389842507063,47.107268532083914,3,0.2148665893598394,Desktop,170.1791267557827,0.49508260572178164,0.02647241843187592,7.631212601948279,1,0.38152377789885583,0.4985276919334554,29,2,762.1874631953873,0,0.6736299033887543
25,Female,Medium,4,4,4,4.0,4,7,1,0,3,4,5,0.33682381115947957,0.39397389842507063,47.107268532083914,3,0.2148665893598394,Mobile,170.1791267557827,0.49508260572178164,0.02647241843187592,7.631212601948279,1,0.38152377789885583,0.4985276919334554,29,2,762.1874631953873,1,0.6736299033887543
36,Female,Medium,4,4,4,4.0,4,4,2,0,5,4,5,0.33682381115947957,0.39397389842507063,47.107268532083914,3,0.2148665893598394,Mobile,170.1791267557827,0.49508260572178164,0.02647241843187592,7.631212601948279,1,0.38152377789885583,0.4985276919334554,29,2,762.1874631953873,1,0.6736299033887543
36,Female,Medium,4,4,4,4.0,4,3,4,0,5,4,5,0.33682381115947957,0.39397389842507063,47.107268532083914,3,0.2148665893598394,Desktop,170.1791267557827,0.49508260572178164,0.02647241843187592,7.631212601948279,1,0.38152377789885583,0.4985276919334554,29,2,762.1874631953873,1,0.6736299033887543
36,Female,Medium,4,4,4,4.0,4,2,2,0,3,2,5,0.33682381115947957,0.39397389842507063,47.107268532083914,3,0.2148665893598394,Mobile,170.1791267557827,0.49508260572178164,0.02647241843187592,7.631212601948279,1,0.38152377789885583,0.4985276919334554,29,2,762.1874631953873,1,0.6736299033887543
36,Female,Low,4,4,4,4.0,4,7,3,0,3,4,5,0.33682381115947957,0.39397389842507063,47.107268532083914,3,0.2148665893598394,Mobile,170.1791267557827,0.49508260572178164,0.02647241843187592,7.631212601948279,1,0.38152377789885583,0.4985276919334554,29,2,762.1874631953873,0,0.6736299033887543
36,Male,Low,4,4,4,4.0,4,7,3,0,3,4,4,0.33682381115947957,0.39397389842507063,47.107268532083914,3,0.2148665893598394,Mobile,170.1791267557827,0.49508260572178164,0.02647241843187592,7.631212601948279,1,0.38152377789885583,0.4985276919334554,29,2,762.1874631953873,1,0.6736299033887543
34,Female,Medium,4,4,4,4.0,4,2,4,0,5,4,5,0.33682381115947957,0.39397389842507063,47.107268532083914,3,0.2148665893598394,Desktop,170.1791267557827,0.49508260572178164,0.02647241843187592,7.631212601948279,1,0.38152377789885583,0.4985276919334554,29,2,762.1874631953873,0,0.6736299033887543
25,Female,Medium,4,4,4,4.0,4,7,1,0,3,4,5,0.33682381115947957,0.39397389842507063,47.107268532083914,3,0.2148665893598394,Desktop,170.1791267557827,0.49508260572178164,0.02647241843187592,7.631212601948279,1,0.38152377789885583,0.4985276919334554,29,2,762.1874631953873,1,0.6736299033887543
36,Female,Low,4,4,4,4.0,4,3,4,0,5,4,5,0.33682381115947957,0.39397389842507063,47.107268532083914,3,0.2148665893598394,Desktop,170.1791267557827,0.49508260572178164,0.02647241843187592,7.631212601948279,1,0.38152377789885583,0.4985276919334554,29,2,762.1874631953873,1,0.6736299033887543
45,Female,Low,4,4,4,4.0,4,2,2,0,3,5,6,0.33682381115947957,0.39397389842507063,47.107268532083914,3,0.2148665893598394,Desktop,170.1791267557827,0.49508260572178164,0.02647241843187592,7.631212601948279,1,0.38152377789885583,0.4985276919334554,29,2,762.1874631953873,1,0.6736299033887543
30,Male,Medium,4,4,4,4.0,4,2,5,1,3,2,5,0.33682381115947957,0.39397389842507063,47.107268532083914,3,0.2148665893598394,Desktop,170.1791267557827,0.49508260572178164,0.02647241843187592,7.631212601948279,1,0.38152377789885583,0.4985276919334554,29,2,762.1874631953873,1,0.6736299033887543
36,Male,Medium,4,4,4,4.0,4,3,4,0,5,4,5,0.33682381115947957,0.39397389842507063,47.107268532083914,3,0.2148665893598394,Desktop,170.1791267557827,0.49508260572178164,0.02647241843187592,7.631212601948279,1,0.38152377789885583,0.4985276919334554,29,2,762.1874631953873,1,0.6736299033887543
36,Female,Medium,4,4,4,4.0,4,5,4,0,5,4,5,0.33682381115947957,0.39397389842507063,47.107268532083914,3,0.2148665893598394,Desktop,163.1299959667201,0.49508260572178164,0.02647241843187592,7.631212601948279,1,0.38152377789885583,0.4985276919334554,29,2,762.1874631953873,1,0.6736299033887543
36,Female,Medium,4,4,4,4.0,4,6,2,0,5,4,5,0.33682381115947957,0.39397389842507063,47.107268532083914,3,0.2148665893598394,Desktop,154.09641870078963,0.49508260572178164,0.02647241843187592,7.631212601948279,1,0.38152377789885583,0.4985276919334554,29,2,762.1874631953873,1,0.6736299033887543
45,Male,Medium,4,4,4,4.0,4,3,4,0,5,4,2,0.33682381115947957,0.39397389842507063,47.107268532083914,3,0.2148665893598394,Desktop,170.1791267557827,0.49508260572178164,0.02647241843187592,7.631212601948279,1,0.38152377789885583,0.4985276919334554,29,2,762.1874631953873,1,0.6389759805351032
36,Female,Medium,4,4,4,4.0,4,2,2,0,3,2,5,0.33682381115947957,0.39397389842507063,47.107268532083914,3,0.2148665893598394,Desktop,170.1791267557827,0.49508260572178164,0.02647241843187592,7.631212601948279,1,0.38152377789885583,0.4985276919334554,16,2,762.1874631953873,1,0.6736299033887543
36,Male,Medium,4,4,4,4.0,4,3,4,0,5,4,5,0.33682381115947957,0.39397389842507063,47.107268532083914,3,0.2148665893598394,Desktop,136.870617021817,0.49508260572178164,0.02647241843187592,7.631212601948279,1,0.38152377789885583,0.4985276919334554,29,2,762.1874631953873,1,0.6736299033887543
34,Female,Medium,4,4,4,4.0,4,2,4,0,5,3,5,0.33682381115947957,0.39397389842507063,47.107268532083914,3,0.2148665893598394,Desktop,170.1791267557827,0.49508260572178164,0.02647241843187592,8.483051856774226,1,0.38152377789885583,0.4985276919334554,29,2,762.1874631953873,0,0.6736299033887543
36,Female,Medium,4,4,4,4.0,4,2,5,1,3,2,5,0.33682381115947957,0.39397389842507063,47.107268532083914,3,0.2148665893598394,Mobile,170.1791267557827,0.49508260572178164,0.0204611733103459,7.631212601948279,1,0.38152377789885583,0.4985276919334554,29,2,762.1874631953873,1,0.6736299033887543
36,Female,Medium,4,4,4,4.0,4,3,4,0,5,3,4,0.33682381115947957,0.39397389842507063,47.107268532083914,3,0.2148665893598394,Desktop,125.38636906807238,0.49508260572178164,0.02647241843187592,7.866726267804442,1,0.38152377789885583,0.4985276919334554,29,2,762.1874631953873,0,0.6736299033887543
36,Female,Medium,4,4,4,4.0,4,2,2,1,2,2,5,0.33682381115947957,0.39397389842507063,33.279081249937825,3,0.2148665893598394,Desktop,170.1791267557827,0.49508260572178164,0.02647241843187592,7.631212601948279,1,0.38152377789885583,0.4985276919334554,29,2,762.1874631953873,1,0.6736299033887543
25,Female,Medium,4,4,4,4.0,4,7,5,1,3,2,5,0.33682381115947957,0.39397389842507063,47.107268532083914,3,0.2148665893598394,Mobile,226.32103365553405,0.49508260572178164,0.02647241843187592,7.631212601948279,1,0.38152377789885583,0.4985276919334554,29,2,762.1874631953873,1,0.6736299033887543
45,Female,Medium,4,4,4,4.0,4,2,2,0,3,2,6,0.33682381115947957,0.39397389842507063,47.107268532083914,3,0.2148665893598394,Desktop,170.1791267557827,0.40087968025380905,0.02647241843187592,7.631212601948279,1,0.38152377789885583,0.4985276919334554,29,2,762.1874631953873,1,0.6736299033887543
36,Female,Medium,4,4,4,4.0,4,2,4,0,3,2,5,0.33682381115947957,0.39397389842507063,47.107268532083914,3,0.2148665893598394,Desktop,255.7578563629073,0.49508260572178164,0.02647241843187592,7.631212601948279,1,0.38152377789885583,0.4985276919334554,29,2,762.1874631953873,0,0.6736299033887543
36,Female,Low,4,4,4,4.0,4,2,4,0,5,4,5,0.4375069802152506,0.39397389842507063,47.107268532083914,3,0.2148665893598394,Mobile,170.1791267557827,0.49508260572178164,0.02647241843187592,7.631212601948279,1,0.38152377789885583,0.514499475847523,29,2,762.1874631953873,1,0.6736299033887543
36,Female,Medium,4,4,4,4.0,4,3,4,0,5,4,5,0.33682381115947957,0.39397389842507063,78.20883344733642,3,0.2148665893598394,Desktop,170.1791267557827,0.49508260572178164,0.02647241843187592,7.631212601948279,1,0.38152377789885583,0.5139294122793575,29,2,762.1874631953873,1,0.6736299033887543
28,Female,Medium,4,4,4,4.0,4,3,4,0,5,3,4,0.33682381115947957,0.39397389842507063,81.0776198216219,3,0.2148665893598394,Desktop,170.1791267557827,0.49508260572178164,0.02647241843187592,7.866726267804442,1,0.38152377789885583,0.5340231388732838,29,2,762.1874631953873,1,0.6736299033887543
38,Female,Medium,4,4,4,4.0,3,2,2,0,3,2,5,0.33682381115947957,0.3993288921914727,47.107268532083914,3,0.2148665893598394,Mobile,170.1791267557827,0.49508260572178164,0.02647241843187592,7.631212601948279,1,0.38152377789885583,0.4985276919334554,29,2,762.1874631953873,1,0.6736299033887543
36,Female,Medium,4,4,4,4.0,4,6,2,0,5,4,5,0.33682381115947957,0.39397389842507063,47.107268532083914,3,0.2148665893598394,Desktop,170.1791267557827,0.49508260572178164,0.02647241843187592,7.631212601948279,1,0.24860849559078801,0.4985276919334554,29,2,762.1874631953873,1,0.6736299033887543
36,Female,Medium,4,4,4,4.0,4,5,4,0,5,4,5,0.33682381115947957,0.39397389842507063,47.107268532083914,3,0.2148665893598394,Mobile,170.1791267557827,0.49508260572178164,0.02647241843187592,7.631212601948279,1,0.38152377789885583,0.6270039824037101,29,2,762.1874631953873,1,0.6736299033887543
40,Female,Medium,4,4,4,4.0,4,2,2,0,3,2,5,0.33682381115947957,0.39397389842507063,47.107268532083914,3,0.3208433132035922,Desktop,170.1791267557827,0.49508260572178164,0.02647241843187592,7.631212601948279,1,0.38152377789885583,0.4985276919334554,43,2,762.1874631953873,1,0.6736299033887543
32,Female,Medium,4,4,4,4.0,4,3,4,0,5,4,5,0.33682381115947957,0.39397389842507063,47.107268532083914,3,0.2148665893598394,Desktop,170.1791267557827,0.49508260572178164,0.03376901735289207,7.631212601948279,1,0.38152377789885583,0.4985276919334554,29,2,762.1874631953873,1,0.5223041018341558
36,Female,Medium,4,4,4,4.0,4,6,2,0,5,4,5,0.33682381115947957,0.39397389842507063,47.107268532083914,1,0.2148665893598394,Mobile,170.30898877410414,0.49508260572178164,0.029070688222956297,7.631212601948279,1,0.38152377789885583,0.4985276919334554,29,2,762.1874631953873,1,0.6736299033887543
53,Female,Medium,4,4,4,4.0,4,6,2,0,5,4,5,0.33682381115947957,0.39397389842507063,47.107268532083914,3,0.2148665893598394,Mobile,170.30898877410414,0.49508260572178164,0.02647241843187592,7.631212601948279,1,0.5473644146806136,0.4985276919334554,29,2,762.1874631953873,1,0.6736299033887543
36,Female,Medium,4,4,4,4.0,3,3,2,0,5,4,5,0.33682381115947957,0.39397389842507063,47.107268532083914,3,0.2148665893598394,Desktop,170.1791267557827,0.49508260572178164,0.02647241843187592,7.631212601948279,1,0.4951415255366588,0.4985276919334554,29,2,762.1874631953873,1,0.6736299033887543
36,Female,High,4,4,4,4.0,4,6,4,0,5,4,5,0.33682381115947957,0.5193888401187942,47.107268532083914,3,0.28915029900212724,Desktop,170.1791267557827,0.49508260572178164,0.02647241843187592,7.631212601948279,1,0.38152377789885583,0.4985276919334554,29,2,762.1874631953873,1,0.6736299033887543
36,Male,Medium,4,4,4,4.0,4,3,4,0,5,4,5,0.33682381115947957,0.39397389842507063,47.107268532083914,3,0.2148665893598394,Desktop,170.1791267557827,0.49508260572178164,0.02647241843187592,4.594037252646567,1,0.3370596667370472,0.4985276919334554,29,2,762.1874631953873,1,0.6736299033887543
36,Female,Medium,4,4,4,4.0,4,2,3,0,3,2,5,0.33682381115947957,0.39397389842507063,47.107268532083914,3,0.2148665893598394,Desktop,170.1791267557827,0.49508260572178164,0.02647241843187592,7.631212601948279,1,0.6528432398768083,0.4985276919334554,29,2,762.1874631953873,1,0.6736299033887543
45,Female,Medium,4,4,4,4.0,6,4,2,0,3,2,4,0.33682381115947957,0.39397389842507063,47.107268532083914,3,0.2148665893598394,Desktop,170.1791267557827,0.49508260572178164,0.02647241843187592,7.631212601948279,1,0.38152377789885583,0.6333267879537028,29,2,762.1874631953873,1,0.6736299033887543
36,Female,Medium,4,4,4,4.0,5,2,4,0,5,4,5,0.33682381115947957,0.39397389842507063,47.107268532083914,3,0.2148665893598394,Desktop,170.1791267557827,0.49508260572178164,0.0,7.631212601948279,1,0.38152377789885583,0.4985276919334554,29,2,762.1874631953873,1,0.6736299033887543
36,Male,Medium,4,4,4,4.0,4,2,5,1,3,2,5,0.22146809955102587,0.5917174823614162,47.107268532083914,3,0.2148665893598394,Desktop,170.1791267557827,0.49508260572178164,0.02647241843187592,7.631212601948279,1,0.38152377789885583,0.4985276919334554,29,2,762.1874631953873,1,0.6736299033887543
36,Female,Medium,4,4,4,4.0,6,2,2,0,4,2,5,0.33682381115947957,0.39397389842507063,47.107268532083914,3,0.2148665893598394,Desktop,324.38286595944453,0.49508260572178164,0.02647241843187592,7.631212601948279,1,0.38152377789885583,0.4985276919334554,29,2,762.1874631953873,1,0.6736299033887543
35,Female,Medium,4,4,4,4.0,4,7,3,0,3,4,5,0.0,0.39397389842507063,47.107268532083914,3,0.2148665893598394,Mobile,170.1791267557827,0.49508260572178164,0.02647241843187592,10.192954624350609,1,0.38152377789885583,0.4985276919334554,29,2,762.1874631953873,1,0.6736299033887543
37,Female,Medium,4,5,4,4.333333333333333,4,6,2,0,5,4,5,0.33682381115947957,0.39397389842507063,140.2605251741141,3,0.2148665893598394,Mobile,170.30898877410414,0.49508260572178164,0.02647241843187592,7.631212601948279,1,0.38152377789885583,0.4985276919334554,29,2,322.5838830743464,1,0.6736299033887543
36,Female,Medium,4,4,4,4.0,4,2,4,0,5,4,5,0.33682381115947957,0.39397389842507063,47.107268532083914,3,0.603189185699485,Desktop,170.1791267557827,0.49508260572178164,0.02647241843187592,7.631212601948279,1,0.38152377789885583,0.4985276919334554,29,2,762.1874631953873,1,0.6736299033887543
36,Female,Low,4,4,4,4.0,4,2,4,1,3,2,5,0.33682381115947957,0.704594429021082,47.107268532083914,3,0.3380158404216095,Desktop,170.1791267557827,0.49508260572178164,0.02647241843187592,7.631212601948279,1,0.38152377789885583,0.4985276919334554,29,2,762.1874631953873,1,0.6736299033887543
36,Female,Medium,4,4,4,4.0,4,2,1,0,3,4,5,0.33682381115947957,0.39397389842507063,47.107268532083914,3,0.2148665893598394,Mobile,170.1791267557827,0.0025377135341673185,0.02647241843187592,7.631212601948279,1,0.38152377789885583,0.3771680231738357,29,2,762.1874631953873,1,0.6736299033887543
33,Female,Low,3,2,4,3.0,4,5,5,1,4,2,4,0.1031088278744415,0.48917222396886845,19.020391516206296,2,0.28183131736832207,Mobile,282.08951031229856,0.341511994831909,0.015034652022367985,8.37362247420339,1,0.6874623797022988,0.4101070610226766,69,1,30.260022845946217,1,0.43000072633346803
47,Female,Low,4,4,5,4.333333333333333,4,3,2,0,3,3,4,0.6109385582373144,0.6631607204785677,38.96370249970677,4,0.26182625283178507,Mobile,246.69338395150262,0.2007854527034633,0.03755706372637837,8.226159645252347,1,0.5163948851633384,0.4180051380207035,22,1,347.5586495683008,1,0.7970758745821334
36,Female,Medium,4,4,4,4.0,4,2,4,0,5,4,5,0.33682381115947957,0.39397389842507063,47.107268532083914,3,0.2148665893598394,Desktop,170.1791267557827,0.49508260572178164,0.02647241843187592,7.631212601948279,2,0.38152377789885583,0.4985276919334554,29,2,762.1874631953873,1,0.6736299033887543
36,Male,Medium,4,4,4,4.0,4,2,4,0,3,2,5,0.33682381115947957,0.39397389842507063,47.107268532083914,3,0.2148665893598394,Desktop,170.1791267557827,0.49508260572178164,0.02647241843187592,5.992274714623507,2,0.38152377789885583,0.4985276919334554,29,2,762.1874631953873,1,0.6736299033887543
35,Male,Medium,6,2,2,3.3333333333333335,3,4,3,0,7,3,1,0.3082871560738343,0.5616029352261307,48.849792814517855,3,0.44244686319137155,Mobile,269.8269331204007,0.3060899740047712,0.048578953622189516,10.543047333825633,1,0.19712254879328253,0.49598610469001553,31,1,98.8136120738914,1,0.31577920849980196
28,Male,Medium,2,5,6,4.333333333333333,4,4,4,1,2,5,6,0.39354771691025103,0.6775209461045287,84.98518798179275,4,0.5991942228942229,In-Store,335.0921938099194,0.4825913155941011,0.04052972314907666,5.4583668655936615,1,0.2382304709929451,0.4050086233286157,71,2,644.3330276745739,1,0.5764320336224219
21,Female,Low,2,2,2,2.0,5,4,4,1,1,2,3,0.17287870172764497,0.5426841540571001,66.38751257965478,1,0.6769296940528752,Desktop,219.48386253103206,0.2244430655112254,0.01264558844390657,5.364590545720692,1,0.22762171664950762,0.572851564252576,26,3,40.267960396290555,1,0.4807672549841715
28,Female,Medium,4,1,5,3.3333333333333335,5,6,6,1,5,1,6,0.2901411066421764,0.5510765219728272,51.634475750934996,6,0.7165565084072799,Desktop,262.7059860084469,0.10462751412162496,0.01185861088127349,7.807116442361366,1,0.41645396165255655,0.49620632304079315,82,3,79.30757533981556,0,0.5176029977371582
30,Female,High,2,5,2,3.0,4,5,6,1,2,5,3,0.11182487824594003,0.3952240665934325,6.617354957580201,1,0.7698674181215965,Desktop,122.28703250955752,0.44929014599438566,0.022432929554449952,2.6058558880717655,1,0.3560429758214032,0.37608219329010617,-7,4,215.93214408290498,1,0.4345003364440355
32,Female,High,3,4,3,3.3333333333333335,4,6,5,1,4,4,2,0.14666215944043492,0.447791271864156,119.52347844661112,3,0.6312743583403823,Desktop,280.57438457900685,0.16474048281026013,0.0615800130814279,8.160512459819195,1,0.244484839535202,0.23398271165022105,16,6,428.3822710355198,0,0.39038625604933896
41,Female,Medium,6,5,5,5.333333333333333,3,2,2,0,6,6,4,0.2837103305287916,0.410106972108721,59.295326466021336,6,0.43845709860841847,Desktop,209.6197002347765,0.2881684574567768,0.03405238719912156,7.027993137923903,3,0.6065829102330135,0.4516962163647611,-15,2,290.8204167398731,1,0.17756977976559127
41,Female,Medium,4,3,5,4.0,3,1,1,0,4,3,6,0.3136079535186532,0.5750964806213803,30.14704082942324,1,0.5808223601917031,Mobile,391.122333083233,0.5195424796818477,0.040118520812289504,3.51138614195199,4,0.23497728948715654,0.6024668983591164,72,1,149.96695687456088,1,0.6895439686009868
35,Female,Medium,4,4,4,4.0,4,4,6,1,2,6,5,0.3276478023436967,0.3992454609142197,48.05565928361495,3,0.21240304199094417,Desktop,173.9545657222565,0.4647770466252039,0.026889859089037727,7.7564609177123645,1,0.36657641358410453,0.5058224226046055,27,2,900.7465380959695,1,0.6683973342917602
35,Female,Medium,4,4,4,4.0,4,4,6,1,2,1,5,0.3276478023436967,0.3992454609142197,48.05565928361495,3,0.21240304199094417,Desktop,173.9545657222565,0.4647770466252039,0.026889859089037727,7.7564609177123645,1,0.36657641358410453,0.5058224226046055,27,2,900.7465380959695,1,0.6683973342917602
35,Female,Medium,4,4,4,4.0,4,4,6,1,6,6,5,0.3276478023436967,0.3992454609142197,48.05565928361495,3,0.21240304199094417,Desktop,173.9545657222565,0.4647770466252039,0.026889859089037727,7.7564609177123645,1,0.36657641358410453,0.5058224226046055,27,2,900.7465380959695,1,0.6683973342917602
35,Female,Medium,4,4,4,4.0,4,4,4,1,2,1,5,0.3276478023436967,0.3992454609142197,48.05565928361495,3,0.21240304199094417,Desktop,173.9545657222565,0.4647770466252039,0.026889859089037727,7.7564609177123645,1,0.36657641358410453,0.5058224226046055,27,2,900.7465380959695,1,0.6683973342917602
35,Male,Medium,4,4,4,4.0,4,4,4,1,2,1,5,0.3276478023436967,0.3992454609142197,48.05565928361495,3,0.21240304199094417,Desktop,173.9545657222565,0.4647770466252039,0.026889859089037727,7.7564609177123645,1,0.36657641358410453,0.5058224226046055,27,2,900.7465380959695,1,0.6683973342917602
35,Male,Medium,4,4,4,4.0,4,1,4,1,2,1,5,0.3276478023436967,0.3992454609142197,48.05565928361495,3,0.21240304199094417,Desktop,173.9545657222565,0.4647770466252039,0.026889859089037727,7.7564609177123645,1,0.36657641358410453,0.5058224226046055,27,2,900.7465380959695,1,0.6683973342917602
35,Female,Medium,4,4,4,4.0,4,4,6,1,2,6,5,0.32487375588523537,0.3992454609142197,48.05565928361495,3,0.21240304199094417,Desktop,173.9545657222565,0.4647770466252039,0.026889859089037727,7.7564609177123645,1,0.36657641358410453,0.5058224226046055,27,2,900.7465380959695,1,0.6683973342917602
35,Male,Medium,4,4,4,4.0,4,1,4,1,3,3,2,0.32487375588523537,0.3992454609142197,48.05565928361495,3,0.21240304199094417,Desktop,173.9545657222565,0.4647770466252039,0.026889859089037727,7.7564609177123645,1,0.36657641358410453,0.5058224226046055,27,2,900.7465380959695,1,0.6683973342917602
35,Male,Medium,4,4,4,4.0,4,4,4,1,2,6,5,0.32487375588523537,0.3992454609142197,48.05565928361495,3,0.21240304199094417,Desktop,173.9545657222565,0.4647770466252039,0.026889859089037727,7.7564609177123645,1,0.36657641358410453,0.5058224226046055,27,2,900.7465380959695,1,0.6683973342917602
35,Male,Medium,4,4,4,4.0,4,1,4,1,2,6,5,0.32487375588523537,0.3992454609142197,48.05565928361495,3,0.21240304199094417,Desktop,173.9545657222565,0.4647770466252039,0.026889859089037727,7.7564609177123645,1,0.36657641358410453,0.5058224226046055,27,2,900.7465380959695,1,0.6683973342917602
35,Female,Medium,4,4,4,4.0,4,4,4,1,3,3,2,0.32487375588523537,0.3992454609142197,48.05565928361495,3,0.21240304199094417,Desktop,173.9545657222565,0.4647770466252039,0.026889859089037727,7.7564609177123645,1,0.36657641358410453,0.5058224226046055,27,2,900.7465380959695,1,0.6683973342917602
35,Female,Low,4,4,4,4.0,4,1,4,1,3,3,2,0.32487375588523537,0.3992454609142197,48.05565928361495,3,0.21240304199094417,Desktop,173.9545657222565,0.4647770466252039,0.026889859089037727,7.7564609177123645,1,0.36657641358410453,0.5058224226046055,27,2,900.7465380959695,1,0.6683973342917602
35,Male,Medium,4,4,4,4.0,4,4,4,1,3,3,2,0.32487375588523537,0.3992454609142197,48.05565928361495,3,0.21240304199094417,Desktop,173.9545657222565,0.4647770466252039,0.026889859089037727,7.7564609177123645,1,0.36657641358410453,0.5058224226046055,27,2,900.7465380959695,0,0.6683973342917602
35,Female,Medium,4,4,4,4.0,4,4,4,1,2,1,2,0.32487375588523537,0.3992454609142197,48.05565928361495,3,0.21240304199094417,Desktop,173.9545657222565,0.4647770466252039,0.026889859089037727,7.7564609177123645,1,0.36657641358410453,0.5058224226046055,27,2,900.7465380959695,1,0.6683973342917602
29,Female,Low,4,4,4,4.0,4,4,6,1,2,6,5,0.32487375588523537,0.3992454609142197,48.05565928361495,3,0.21240304199094417,Desktop,173.9545657222565,0.4647770466252039,0.026889859089037727,7.7564609177123645,1,0.36657641358410453,0.5058224226046055,27,2,900.7465380959695,1,0.6683973342917602
32,Female,Medium,4,4,4,4.0,4,4,6,1,2,6,5,0.32487375588523537,0.3992454609142197,48.05565928361495,3,0.21240304199094417,Desktop,173.9545657222565,0.4647770466252039,0.026889859089037727,7.7564609177123645,1,0.36657641358410453,0.5058224226046055,27,2,900.7465380959695,1,0.6683973342917602
35,Female,Low,4,4,4,4.0,4,4,4,1,2,6,5,0.32487375588523537,0.3992454609142197,48.05565928361495,3,0.21240304199094417,Desktop,173.9545657222565,0.4647770466252039,0.026889859089037727,7.7564609177123645,1,0.36657641358410453,0.5058224226046055,27,2,900.7465380959695,1,0.6683973342917602
35,Male,Low,4,4,4,4.0,4,5,3,1,3,3,2,0.32487375588523537,0.3992454609142197,48.05565928361495,3,0.21240304199094417,Desktop,173.9545657222565,0.4647770466252039,0.026889859089037727,7.7564609177123645,1,0.36657641358410453,0.5058224226046055,27,2,900.7465380959695,1,0.6683973342917602
35,Female,Medium,4,4,4,4.0,4,4,4,1,2,6,5,0.32487375588523537,0.3992454609142197,48.05565928361495,3,0.21240304199094417,Desktop,173.9545657222565,0.4647770466252039,0.026889859089037727,7.7564609177123645,1,0.36657641358410453,0.5058224226046055,27,2,900.7465380959695,1,0.6683973342917602
35,Male,Medium,4,4,4,4.0,4,4,4,1,2,6,2,0.32487375588523537,0.3992454609142197,48.05565928361495,3,0.21240304199094417,Desktop,173.9545657222565,0.4647770466252039,0.026889859089037727,7.7564609177123645,1,0.36657641358410453,0.5058224226046055,27,2,900.7465380959695,1,0.6683973342917602
35,Female,Low,4,4,4,4.0,4,4,4,1,3,3,2,0.32487375588523537,0.3992454609142197,48.05565928361495,3,0.21240304199094417,Desktop,173.9545657222565,0.4647770466252039,0.026889859089037727,7.7564609177123645,1,0.36657641358410453,0.5058224226046055,27,2,900.7465380959695,1,0.6683973342917602
35,Female,Medium,4,4,4,4.0,4,4,4,1,2,6,5,0.32487375588523537,0.3992454609142197,48.05565928361495,3,0.21240304199094417,Mobile,173.9545657222565,0.4647770466252039,0.026889859089037727,7.7564609177123645,1,0.36657641358410453,0.5058224226046055,27,2,900.7465380959695,1,0.6683973342917602
31,Male,Medium,4,4,4,4.0,4,1,4,1,3,3,2,0.32487375588523537,0.3992454609142197,48.05565928361495,3,0.21240304199094417,Desktop,173.9545657222565,0.4647770466252039,0.026889859089037727,7.7564609177123645,1,0.36657641358410453,0.5058224226046055,27,2,900.7465380959695,1,0.6683973342917602
35,Male,Medium,4,4,4,4.0,4,3,4,1,2,6,5,0.32487375588523537,0.3992454609142197,48.05565928361495,3,0.21240304199094417,Desktop,173.9545657222565,0.4647770466252039,0.026889859089037727,7.7564609177123645,1,0.36657641358410453,0.5058224226046055,27,2,900.7465380959695,1,0.6683973342917602
35,Male,High,4,4,4,4.0,4,4,4,1,2,6,2,0.32487375588523537,0.3992454609142197,48.05565928361495,3,0.21240304199094417,Desktop,173.9545657222565,0.4647770466252039,0.026889859089037727,7.7564609177123645,1,0.36657641358410453,0.5058224226046055,27,2,900.7465380959695,1,0.6683973342917602
35,Male,Medium,4,4,4,4.0,4,1,4,1,2,1,2,0.32487375588523537,0.3992454609142197,48.05565928361495,3,0.21240304199094417,Desktop,173.9545657222565,0.4647770466252039,0.026889859089037727,7.7564609177123645,1,0.36657641358410453,0.5058224226046055,27,2,900.7465380959695,0,0.6683973342917602
35,Female,Medium,4,4,4,4.0,4,4,4,1,2,6,2,0.32487375588523537,0.3992454609142197,48.05565928361495,3,0.21240304199094417,Desktop,173.9545657222565,0.4647770466252039,0.026889859089037727,7.7564609177123645,1,0.36657641358410453,0.5058224226046055,27,2,900.7465380959695,1,0.6683973342917602
35,Female,Medium,4,4,4,4.0,4,3,6,1,2,6,5,0.32487375588523537,0.3992454609142197,48.05565928361495,3,0.21240304199094417,Desktop,173.9545657222565,0.4647770466252039,0.026889859089037727,7.7564609177123645,1,0.36657641358410453,0.5058224226046055,27,2,900.7465380959695,1,0.6683973342917602
35,Female,Low,4,4,4,4.0,4,4,4,0,3,3,2,0.32487375588523537,0.3992454609142197,48.05565928361495,3,0.21240304199094417,Desktop,173.9545657222565,0.4647770466252039,0.026889859089037727,7.7564609177123645,1,0.36657641358410453,0.5058224226046055,27,2,900.7465380959695,0,0.6683973342917602
35,Male,Low,4,4,4,4.0,4,1,3,0,3,3,2,0.32487375588523537,0.3992454609142197,48.05565928361495,3,0.21240304199094417,Desktop,173.9545657222565,0.4647770466252039,0.026889859089037727,7.7564609177123645,1,0.36657641358410453,0.5058224226046055,27,2,900.7465380959695,1,0.6683973342917602
